No.,ID,Name,URL,Address,State,Contact details 1,Contact details 2,Contact details 3,Contact details 4,Contact details 5,Contact details 6,Contact details 7,Good/BAD
4106,96424,Burt Guns,https://www.henryusa.com/dealer-location/burt-guns/,"16362 South Main StPleasantville, PA 16341",Pennsylvania,Empty field,814-589-7578,Empty field,Empty field,Empty field,Empty field,Empty field,
4107,96430,C & H Sports,https://www.henryusa.com/dealer-location/c-h-sports/,"East Columbus Avenue ExtensionCorry, PA 16407",Pennsylvania,Empty field,814-664-9693,Empty field,Empty field,Empty field,Empty field,Empty field,
4108,96311,Cabela’s – Hamburg,https://www.henryusa.com/dealer-location/cabelas-49/,"100 Cabela DriveHamburg, PA 19526",Pennsylvania,Empty field,610-929-7000,George.Pelter@Cabelas.com,Empty field,Empty field,Empty field,Empty field,
4109,96253,Camerons Hardware,https://www.henryusa.com/dealer-location/camerons-hardware/,"2195 Baltimore PikeOxford, PA 19363",Pennsylvania,Empty field,610-932-2416,camerons@cameronsace.com,Empty field,Empty field,Empty field,Empty field,
4110,96449,Campbell’s Sporting Goods Store,https://www.henryusa.com/dealer-location/campbells-sporting-goods-store/,"209 Jennie StreetHollidaysburg, PA 16648",Pennsylvania,Empty field,814-695-8552,facampb@penn.com,Empty field,Empty field,Empty field,Empty field,
4111,96350,"carPowell Guns, Inc.",https://www.henryusa.com/dealer-location/carpowell-guns-inc/,"12123 Frankstown RoadPenn Hills, PA 15235",Pennsylvania,Empty field,412-731-6211,carmine@powellguns.com,Empty field,Empty field,Empty field,Empty field,
4112,96310,Chelsea Firearms Company,https://www.henryusa.com/dealer-location/chelsea-firearms-company-l-l-c-2/,"5836 Monongahela AvenueBethel Park, PA 15102",Pennsylvania,Lawrence Shaw,412-327-7141,gunsmith1955@hotmail.com,https://www.3lionsarmory.com/,412-595-7770,Empty field,Empty field,
4113,109888,Chester County Outdoors,https://www.henryusa.com/dealer-location/chester-county-outdoors/,"55A Lancaster Ave.Malvern, PA 19355",Pennsylvania,Matthew Carr,484-328-3354,chestercountyoutdoors@gmail.com,https://chestercountyoutdoors.com/,Empty field,Empty field,Empty field,
4114,96288,"Clayton’s Hunting & Fishing, Inc.",https://www.henryusa.com/dealer-location/claytons-hunting-fishing-inc/,"660 Easton RdHorsham, PA 19044",Pennsylvania,Empty field,215-672-6060,tc499@aol.com,Empty field,215-672-0292,Empty field,Empty field,
4115,96381,Cloverleaf Gun & Sport,https://www.henryusa.com/dealer-location/cloverleaf-gun-sport/,"3722 Rt. 30Latrobe, PA 15650",Pennsylvania,Empty field,724-539-3723,bpniewski@verison.net,Empty field,724-539-3723,Empty field,Empty field,
4116,96262,Conemaugh Arms & Ammo,https://www.henryusa.com/dealer-location/conemaugh-arms-ammo/,"343 Greeve St.Conemaugh, PA 15909",Pennsylvania,Empty field,814-418-7484,conemaugharms@gmail.com,http://www.conemaugharms.com,Empty field,Empty field,Empty field,
4117,96503,Coopers Sporting Goods,https://www.henryusa.com/dealer-location/coopers-sporting-goods/,"15 W Wellsboro StMansfield, PA 16933",Pennsylvania,Empty field,570-662-3429,tpaynecoopers@yahoo.com,Empty field,Empty field,Empty field,Empty field,
4118,96409,Coopertown Trading Post,https://www.henryusa.com/dealer-location/coopertown-trading-post/,"515 Steiner Bridge RdValencia, PA 16059",Pennsylvania,Empty field,724-898-3146,Empty field,Empty field,Empty field,Empty field,Empty field,
4119,96370,Cove Creek Outfitters,https://www.henryusa.com/dealer-location/cove-creek-outfitters/,"111 E. Pitt StreetBedford, PA 15522",Pennsylvania,Empty field,814-623-8400,info@covecreekoutfitters.com,Empty field,814-623-9710,Empty field,Empty field,
4120,98735,Croasdale Sporting Goods,https://www.henryusa.com/dealer-location/croasdale-sporting-goods/,"54 Main StreetNicholson, PA 18446",Pennsylvania,Rich Coasdale,570-942-4868,croasdalesportinggoods@yahoo.com,https://croasdalehunting.com/,Empty field,Empty field,Empty field,
4121,96496,Culberson’s Sportsmen Outfitters,https://www.henryusa.com/dealer-location/culbersons-sportsmen-outfttrs-2/,"526 E State StKnox, PA 16232",Pennsylvania,Randy Culberson,814-797-5253,Empty field,Empty field,Empty field,Empty field,Empty field,
4122,96264,Curt’s Gun Shop,https://www.henryusa.com/dealer-location/curts-gun-shop/,"118 W 3rd St.Mifflinville, PA 18631",Pennsylvania,Curt Moorhead,570-752-2383,sales@curtsgunshopinc.net,https://curtsgunshopinc.net/,Empty field,Empty field,Empty field,
4123,96461,D & R Firearms,https://www.henryusa.com/dealer-location/d-r-firearms/,"2459 State Route 655Belleville, PA 17004",Pennsylvania,Empty field,717-483-9954,dandrfirearms@gmail.com,http://www.dandrfirearms.com/,Empty field,Empty field,Empty field,
4124,96472,Dan Pierce Outdoor Shop,https://www.henryusa.com/dealer-location/dan-pierce-outdoor-shop/,"842 W 4th StLewistown, PA 17044",Pennsylvania,Scott Pierce,717-242-0061,outdoorshop@verizon.net,Empty field,717-248-6142,Empty field,Empty field,
4125,96365,Darryl’s Gun Shop,https://www.henryusa.com/dealer-location/darryls-gun-shop/,"134 Canaan Grove RdNewmanstown, PA 17073",Pennsylvania,Miles Spitler or Stacia Pfautz,717-949-3157,darryl@darrylsgunshop.comcastbiz.net,Empty field,717-949-3293,Empty field,Empty field,
4126,96527,Dave Keefer Gunsmith,https://www.henryusa.com/dealer-location/dave-keefer-gunsmith/,"138 Keefer RoadPine Grove, PA 17963",Pennsylvania,Empty field,570-345-4490,davekeefergunsmithing@gmail.com,Empty field,Empty field,Empty field,Empty field,
4127,96540,Dave’s Gun Shop – Drums,https://www.henryusa.com/dealer-location/daves-gun-shop-3/,"17 N. Beisels RdDrums, PA 18222",Pennsylvania,Empty field,570-788-5518,daves18222@losch.net,Empty field,570-788-5624,Empty field,Empty field,
4128,120940,Defense One Armory,https://www.henryusa.com/dealer-location/defense-one-armory/,"157 PROSPECT RDDELTA, PA 17314",Pennsylvania,Empty field,Empty field,Empty field,Empty field,Empty field,Empty field,Empty field,
4129,96512,Defense Resources,https://www.henryusa.com/dealer-location/defense-resources/,"2325 Heritage Center DriveSuite 317Furlong, PA 18925",Pennsylvania,Empty field,267-544-0774,Empty field,Empty field,Empty field,Empty field,Empty field,
4130,96385,Delaware Valley Sports Ctr Inc,https://www.henryusa.com/dealer-location/delaware-valley-sports-ctr-inc/,"101 Geiger RdPhiladelphia, PA 19115",Pennsylvania,Empty field,215-969-0141,info@delawarevalleysportscenter.com,https://delawarevalleysportscenter.com/,Empty field,Empty field,Empty field,
4131,96396,Delco Shooting Supply,https://www.henryusa.com/dealer-location/natale-donald-j-jr-david-c-dba/,"1107 Lincoln AveProspect Park, PA 19076",Pennsylvania,Don Natale,484-494-7430,delcoshootingsupply@gmail.com,https://www.delcoshootingsupply.com/,Empty field,Empty field,Empty field,
4132,96294,Delia’s Gun Shop,https://www.henryusa.com/dealer-location/delias-gun-shop/,"6104 Torresdale AvenuePhiladelphia, PA 19135",Pennsylvania,Empty field,215-332-7733,Empty field,Empty field,215-332-7733,Empty field,Empty field,
4133,96338,Denny’s Gun Repair – Greenville,https://www.henryusa.com/dealer-location/dennys-gun-repair/,"215 Oniontown RdGreenville, PA 16125",Pennsylvania,Empty field,724-475-4600,Empty field,Empty field,Empty field,Empty field,Empty field,
4134,96278,Donley’s Gun Shop,https://www.henryusa.com/dealer-location/donleys-gun-shop/,"1541 NW End BlvdRt.309Quakertown, PA 18951",Pennsylvania,Empty field,215-529-6578,gunrunner1000@comcast.net,Empty field,215-529-6579,Empty field,Empty field,
4135,96423,Double Ll Arms Llc,https://www.henryusa.com/dealer-location/double-ll-arms-llc/,"10062 Liberty St ExtMeadville, PA 16335",Pennsylvania,Empty field,814-807-1909,Sales@DoubleLLArms.Com,Empty field,814-807-1030,Empty field,Empty field,
4136,96412,Dukes Sports Shop,https://www.henryusa.com/dealer-location/dukes-sports-shop/,"2801 New Butler RoadNew Castle, PA 16101",Pennsylvania,Empty field,724-652-6019,info@dukessportshop.com,Empty field,Empty field,Empty field,Empty field,
4137,120196,Dunham’s Sports #102,https://www.henryusa.com/dealer-location/dunhams-sports-102/,"101 Clearview Circle, Room 4-BButler, PA 16001",Pennsylvania,Empty field,724-287-7899,Empty field,https://www.dunhamssports.com/,724-602-0226,Empty field,Empty field,
4138,120242,Dunham’s Sports #111,https://www.henryusa.com/dealer-location/dunhams-sports-111/,"40 Highlands MallNatrona Heights, PA 15065",Pennsylvania,Empty field,724-230-0102,Empty field,https://www.dunhamssports.com/,724-409-4048,Empty field,Empty field,
4139,120340,Dunham’s Sports #117,https://www.henryusa.com/dealer-location/dunhams-sports-117/,"800 E. High St., Ste. 470Carlisle, PA 17013",Pennsylvania,Empty field,717-249-7667,Empty field,https://www.dunhamssports.com/,717-609-4048,Empty field,Empty field,
4140,120240,Dunham’s Sports #132,https://www.henryusa.com/dealer-location/dunhams-sports-132/,"2267 E. State St. Room #2267Hermitage, PA 16148",Pennsylvania,Empty field,724-346-6182,Empty field,https://www.dunhamssports.com/,724-734-5154,Empty field,Empty field,
4141,120276,Dunham’s Sports #145,https://www.henryusa.com/dealer-location/dunhams-sports-145/,"8070 McKnight RoadPittsburgh, PA 15237",Pennsylvania,Empty field,412-364-0315,Empty field,https://www.dunhamssports.com/,412-567-2786,Empty field,Empty field,
4142,120202,Dunham’s Sports #158,https://www.henryusa.com/dealer-location/dunhams-sports-158/,"6945 US Route 322, Suite 2000-BCranberry, PA 16319",Pennsylvania,Empty field,814-676-5705,Empty field,https://www.dunhamssports.com/,570-497-5613,Empty field,Empty field,
4143,120311,Dunham’s Sports #160,https://www.henryusa.com/dealer-location/dunhams-sports-160/,"829 E. Walnut StreetLebanon, PA 17042",Pennsylvania,Empty field,717-228-1683,Empty field,https://www.dunhamssports.com/,717-639-3418,Empty field,Empty field,
4144,120299,Dunham’s Sports #163,https://www.henryusa.com/dealer-location/dunhams-sports-163/,"200 Northtowne SquareGibsonia, PA 15044",Pennsylvania,Empty field,724-444-0100,Empty field,https://www.dunhamssports.com/,724-939-6139,Empty field,Empty field,
4145,120124,Dunham’s Sports #17,https://www.henryusa.com/dealer-location/dunhams-sports-17/,"3700 William Penn HwyMonroeville, PA 15146",Pennsylvania,Empty field,412-856-5078,Empty field,https://www.dunhamssports.com/,412-662-0396,Empty field,Empty field,
4146,120194,Dunham’s Sports #173,https://www.henryusa.com/dealer-location/dunhams-sports-173/,"2556 Constitution BoulevardBeaver Falls, PA 15010",Pennsylvania,Empty field,724-843-5705,Empty field,https://www.dunhamssports.com/,724-359-4776,Empty field,Empty field,
4147,120301,Dunham’s Sports #178,https://www.henryusa.com/dealer-location/dunhams-sports-178/,"18977 Park Avenue PlazaMeadville, PA 16335",Pennsylvania,Empty field,814-333-8141,Empty field,https://www.dunhamssports.com/,814-350-2191,Empty field,Empty field,
4148,120349,Dunham’s Sports #19,https://www.henryusa.com/dealer-location/dunhams-sports-19/,"370 Dworman LaneNew Castle, PA 16101",Pennsylvania,Empty field,724-657-8833,Empty field,https://www.dunhamssports.com/,412-357-4070,Empty field,Empty field,
4149,120262,Dunham’s Sports #195,https://www.henryusa.com/dealer-location/dunhams-sports-195/,"1020 Latrobe 30 Shoppes, Suite 417Latrobe, PA 15650",Pennsylvania,Empty field,724-537-4325,Empty field,https://www.dunhamssports.com/,724-520-8044,Empty field,Empty field,
4150,120234,Dunham’s Sports #209,https://www.henryusa.com/dealer-location/dunhams-sports-209/,"224 N. Logan Blvd., Suite 750Burnham, PA 17009",Pennsylvania,Empty field,717-242-0647,Empty field,https://www.dunhamssports.com/,717-363-8785,Empty field,Empty field,
4151,120180,Dunham’s Sports #230,https://www.henryusa.com/dealer-location/dunhams-sports-230/,"1001 East Main Street Unit 17Bradford, PA 16701",Pennsylvania,Empty field,814-368-3978,Empty field,https://www.dunhamssports.com/,814-817-2201,Empty field,Empty field,
4152,120263,Dunham’s Sports #233,https://www.henryusa.com/dealer-location/dunhams-sports-233/,"230 Laurel Mall., Suite 61Hazle Township, PA 18202",Pennsylvania,Empty field,570-455-0914,Empty field,https://www.dunhamssports.com/,570-497-5056,Empty field,Empty field,
4153,120292,Dunham’s Sports #234,https://www.henryusa.com/dealer-location/dunhams-sports-234/,"2901 E. College Avenue (Space 800)State College, PA 16801",Pennsylvania,Empty field,814-237-0764,Empty field,https://www.dunhamssports.com/,814-325-9096,Empty field,Empty field,
4154,120358,Dunham’s Sports #242,https://www.henryusa.com/dealer-location/dunhams-sports-242/,"4000 Market Street (Suite A)Warren, PA 16365",Pennsylvania,Empty field,814-726-4959,Empty field,https://www.dunhamssports.com/,814-313-1242,Empty field,Empty field,
4155,120216,Dunham’s Sports #255,https://www.henryusa.com/dealer-location/dunhams-sports-255/,"7165 Fairlane Village MallPottsville, PA 17901",Pennsylvania,Empty field,570-622-2960,Empty field,https://www.dunhamssports.com/,570-391-0705,Empty field,Empty field,
4156,120248,Dunham’s Sports #281,https://www.henryusa.com/dealer-location/dunhams-sports-281/,"2334 Oakland Ave. (Suite 35)Indiana, PA 15701",Pennsylvania,Empty field,724-471-4028,Empty field,https://www.dunhamssports.com/,724-471-4287,Empty field,Empty field,
4157,120195,Dunham’s Sports #283,https://www.henryusa.com/dealer-location/dunhams-sports-283/,"22631 Route 68Clarion, PA 16214",Pennsylvania,Empty field,814-297-6617,Empty field,https://www.dunhamssports.com/,814-297-6619,Empty field,Empty field,
4158,120361,Dunham’s Sports #29,https://www.henryusa.com/dealer-location/dunhams-sports-29/,"972 Freeport Rd., Space 127Pittsburgh, PA 15238",Pennsylvania,Empty field,412-784-0700,Empty field,https://www.dunhamssports.com/,412-567-4378,Empty field,Empty field,
4159,120189,Dunham’s Sports #34,https://www.henryusa.com/dealer-location/dunhams-sports-34/,"1025 Washington PikeBridgeville, PA 15017",Pennsylvania,Empty field,412-257-9100,Empty field,https://www.dunhamssports.com/,412-564-4014,Empty field,Empty field,
4160,120253,Dunham’s Sports #41,https://www.henryusa.com/dealer-location/dunhams-sports-41/,"594 Galleria DriveJohnstown, PA 15904",Pennsylvania,Empty field,814-262-9990,Empty field,https://www.dunhamssports.com/,814-619-0028,Empty field,Empty field,
4161,120131,Dunham’s Sports #45,https://www.henryusa.com/dealer-location/dunhams-sports-45/,"863 S. St. Marys StreetSt. Marys, PA 15857",Pennsylvania,Empty field,814-834-0080,Empty field,https://www.dunhamssports.com/,814-834-0087,Empty field,Empty field,
4162,120187,Dunham’s Sports #48,https://www.henryusa.com/dealer-location/dunhams-sports-48/,"2315 Mountain View DrWest Mifflin, PA 15122",Pennsylvania,Empty field,412-655-0499,Empty field,https://www.dunhamssports.com/,724-510-0772,Empty field,Empty field,
4163,120335,Dunham’s Sports #79,https://www.henryusa.com/dealer-location/dunhams-sports-79/,"300 Commons DriveDubois, PA 15801",Pennsylvania,Empty field,814-372-6241,Empty field,https://www.dunhamssports.com/,814-372-6436,Empty field,Empty field,
4164,120302,Dunham’s Sports #86,https://www.henryusa.com/dealer-location/dunhams-sports-86/,"241 Park Hills PlazaAltoona, PA 16602",Pennsylvania,Empty field,814-942-3311,Empty field,https://www.dunhamssports.com/,814-414-3191,Empty field,Empty field,
4165,120199,Dunham’s Sports #87,https://www.henryusa.com/dealer-location/dunhams-sports-87/,"225 Columbia Mall Drive (Suite 59)Bloomsburg, PA 17815",Pennsylvania,Empty field,570-389-9681,Empty field,https://www.dunhamssports.com/,570-245-6194,Empty field,Empty field,
4166,120309,Dunham’s Sports #94,https://www.henryusa.com/dealer-location/dunhams-sports-94/,"1701 Lincoln HwyNorth Versailles, PA 15137",Pennsylvania,Empty field,412-829-8066,Empty field,https://www.dunhamssports.com/,412-368-5379,Empty field,Empty field,
4167,96548,Dunkelberger’s Sports Outfitter,https://www.henryusa.com/dealer-location/dunkelbergers-sports-outfitter/,"585 Main StreetStroudsberg, PA 18360",Pennsylvania,Empty field,570-421-7950,dunkhr@ptd.net,https://dunkelbergers.com/,570-421-6787,Empty field,Empty field,
4168,96532,Eaglearms,https://www.henryusa.com/dealer-location/eaglearms/,"9331 Hamilton Blvd. (Rt.222)Breingsville, PA 18031",Pennsylvania,Empty field,610-398-2650,rick@eaglearms.com,Empty field,Empty field,Empty field,Empty field,
4169,112982,Ebensburg Fishing & Hunting Inc,https://www.henryusa.com/dealer-location/ebensburg-fishing-hunting-inc/,"3657 Admiral Peary HwyEbensburg, PA 15931",Pennsylvania,Empty field,814-472-5980,Empty field,https://ebensburgfishingandhunting.com/,Empty field,Empty field,Empty field,
4170,96542,Ed’s Sport Shop,https://www.henryusa.com/dealer-location/eds-sport-shop/,"308 West Broad StreetTamaqua, PA 18252",Pennsylvania,Empty field,570-668-1080,sales@edssportsshop.com,Empty field,570-668-6144,Empty field,Empty field,
4171,96435,Edinboro Outdoors,https://www.henryusa.com/dealer-location/edinboro-outdoors-2/,"211 Mill StreetEdinboro, PA 16412",Pennsylvania,Empty field,814-734-4727,edinborooutdoors@velocity.net,Empty field,814-734-4460,Empty field,Empty field,
4172,108978,Elk County Ammo & Arms,https://www.henryusa.com/dealer-location/elk-county-ammo-arms/,"246 Brusselles StSt Marys, PA 15857",Pennsylvania,Empty field,814-834-9451,Empty field,https://ammoandarmsstore.com/,Empty field,Empty field,Empty field,
4173,96549,Elmo’s,https://www.henryusa.com/dealer-location/elmos/,"210 Second StBrownsville, PA 15417",Pennsylvania,Empty field,724-785-2232,Empty field,Empty field,Empty field,Empty field,Empty field,
4174,96476,Enck’s Gun Barn,https://www.henryusa.com/dealer-location/encks-gun-barn/,"17 East Main AveMyerstown, PA 17067",Pennsylvania,Empty field,717-628-5084,barnmaster@comcast.net,Empty field,717-628-5217,Empty field,Empty field,
